,Id,Text,Label,HashTag,predicted,confidence
1604,1235965932360601601,"South Africa a Country of 58 Million People, 48 Million being Black is made to suffer from Coronavirus Cases due to One White Man who went to Italy. Blacks in SA have long been suffering because of Whites. It was 1652 invasions, Colonialism, Apartheid now this. #CoronavirusInSA",UNINFORMATIVE,CoronavirusInSA,INFORMATIVE,0.8406802
852,1242496407753424896,"Greta Thunberg is one of the main victims of the coronavirus so far. The bigger hysteria has completely devoured her small and petty climate hysteria. She found a fix: she has contracted the coronavirus, too, or at least claims to have succeeded! Good luck, Greta! ;-)",INFORMATIVE,NA,UNINFORMATIVE,0.84048843
1177,1236144649678606337,"Welp, sixth COVID-19 case's office is a few blocks away from my condo. If it's any consolation, wala nang masyadong tao sa labas so yay I guess?",INFORMATIVE,NA,UNINFORMATIVE,0.84021693
285,1241192843290398720,‘Handful’ of Dons tested for COVID-19 #AFL: It's been a decade since Fremantle has defeated Essendon in Melbourne. ...,UNINFORMATIVE,AFL:,INFORMATIVE,0.83788055
121,1245426837616054273,"LabCentral alumni is at the frontlines of developing COVID-19 diagnostic kits and delivering them to hospitals across Boston. So far, their tests have found 487 positives, an incredible step towards combatting this worldwide pandemic:",INFORMATIVE,NA,UNINFORMATIVE,0.837316
1946,1251261722901479424,"Over a month after the first #Covid19 deaths in a nursing home, outbreaks unfold across the U.S. About a fifth of U.S. virus deaths are linked to such facilities, according to a tally. (@USER (8/13)",UNINFORMATIVE,Covid19,INFORMATIVE,0.83715934
1133,1246990017463009280,"Adored by critics, Fountains of Wayne became a cult favorite but had modest record sales. Almost from the start of his career, Mr. Schlesinger, who died from causes related to the coronavirus, found success in other mediums.",INFORMATIVE,NA,UNINFORMATIVE,0.8367208
443,1245900858644213761,Germany overtook China in the total number of cases reported. There was also a huge spike of deaths reported in France today - these are deaths from nusring homes - previously only deaths in hospitals were counted as deaths from Covid19. 4/,UNINFORMATIVE,NA,INFORMATIVE,0.834784
1278,1236127086416453632,"Not to mention - also ""Missouri specific"": • ZERO Medicaid expansion • Only state in US with no statewide PDMP • NO confirmed COVID cases because testing is severely limited and requires substantial approvals #showmestate",INFORMATIVE,showmestate,UNINFORMATIVE,0.82881105
522,1246029548187258880,"🇷🇺 does not take any steps against the fight with the spread of coronavirus on the temporary occupied territories. S.Mustafayev's case, who is ill and has all COVID-19-like symptoms, shows us that Russia deliberately hides epidemiological situation in Crimea. #PrisonersVoice",INFORMATIVE,PrisonersVoice,UNINFORMATIVE,0.82831913
1639,1245757316118568960,By the end next week we will have more than 3000 positive cases mark my word🤞. Go mo SA re nagana gore Coronavirus e metlae. #21daysLockdownSA #COVID19SouthAfrica,UNINFORMATIVE,21daysLockdownSA COVID19SouthAfrica,INFORMATIVE,0.82734203
1875,1246029765087199232,"International News: As she emerges from quarantine, recovered COVID-19 patient Diana Berrent is eager to join the battle against the pandemic and donate precious antibodies that researchers hope might help others",INFORMATIVE,NA,UNINFORMATIVE,0.8263156
1695,1251161790039224321,"Our wave is still pretty flat right now, a slight bend downwards from today's data. There are 478 deaths due to Covid-19 in Ontario...a number that roughly doubles every seven day period.",INFORMATIVE,NA,UNINFORMATIVE,0.8258676
915,1241860995280023552,"New Details: President Trump approves WA state's major disaster declaration, which will give the state more federal assistance to fight the #COVID19 outbreak that has killed at least 95 people statewide. More here: #KOMONews #Coronavirus",INFORMATIVE,COVID19 KOMONews Coronavirus,UNINFORMATIVE,0.8249502
1318,1241695404250599424,"This is Jains Kences Retreat, Virugambakkam. (Yes, the same apartments that got a lot of attention on social media because of the Covid Positive guy right OUTSIDE our community) . We have been cautions and indoors…",INFORMATIVE,NA,UNINFORMATIVE,0.82439214
577,1242115372578410497,"Yes ESPN, please do tell me more about Charles Barkley testing negative for Covid-19. Because that’s exactly what I woke up thinking about .....",INFORMATIVE,NA,UNINFORMATIVE,0.8241895
1242,1240710263558615040,The International Solidarity with Prisoners “TADAMON’ bears the Israeli Occupation full responsibility for the possibility of 4 prisoners being infected with the Corona Virus in Majdou detention center #SavePalestinePrisoners #coronavirus,INFORMATIVE,SavePalestinePrisoners coronavirus,UNINFORMATIVE,0.8240975
1389,1249041824779550720,"Absolutely! They've been blaming NHS structure, public, NHS staff 4 changing PPE 2 often &amp; now claim those poor NHS staff who've died looking after Covid patients probably got it outside work! They're completely devoid of any decency or respect for the dead or living! #ToryScum",INFORMATIVE,ToryScum,UNINFORMATIVE,0.8231875
1349,1241284443844874240,"Zim has reported 1 case, South Africa has hundreds. “South Africa plans to install a 40-kilometer fence on its land border crossing with Zimbabwe to prevent undocumented migrants and people infected with the coronavirus from entering, as part of emergency measures”#Covid_19",INFORMATIVE,Covid_19,UNINFORMATIVE,0.8223382
295,1245245188089487362,Don’t forget the loser of a Mayor from New Orleans who wanted everyone to come party at Mardi Gras. She now claims no one told her Coronavirus was “bad” (that was five weeks after borders were shut down). #DemocratsLiePeopleDie,UNINFORMATIVE,DemocratsLiePeopleDie,INFORMATIVE,0.8216022
225,1238868523453157381,The next movie in the ‘Before’ series could be Jesse and Celine stuck in Luton airport quarantine due to testing positive for Covid-19.,INFORMATIVE,NA,UNINFORMATIVE,0.82145184
1988,1241182743788216326,"The coronavirus pandemic is stressing the military’s ability to keep its troops ready to fight as 124 service members, their families and civilian workers had contracted the disease as of Friday and the Pentagon seeks to halt its spread.",INFORMATIVE,NA,UNINFORMATIVE,0.8208661
1099,1237423129208774664,OAISD is monitoring the Coronavirus Disease 2019 (COVID-19) situation through health experts atMDHHS and CDC. There are no confirmed cases in Michigan at this time. Prevent the spread by taking the same precautionary measures as you would for the flu.,INFORMATIVE,NA,UNINFORMATIVE,0.8206862
455,1246111944278454275,"Thread on D.C. COVID-19 situation below Main takeaways: 1. D.C.’s cases are set to peak end of June/ early July 2. 93,000 individuals total are expected to be infected over time (city population is just over 700k) 3. 5,600 hospital beds are still needed",UNINFORMATIVE,NA,INFORMATIVE,0.8174195
1129,1236424754980143104,"cc When an emergency room suspected a Washington Post reporter had coronavirus, things got serious fast - The Washington Post",INFORMATIVE,NA,UNINFORMATIVE,0.81662136
421,1247744309429850120,"Sen. Rand Paul Recovers From CCP Virus, Starts Volunteering at Hospital Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:HTTPURL",UNINFORMATIVE,NA,INFORMATIVE,0.8160621
607,1245940673888620544,"Close to my heart this as my son in law is in Iraq. A British soldier being killed in active service in Iraq, supporting the fight against ISIS. Denied a funeral with full military honours due to Covid-19. Another hero in another war. Sleep well Brodie and thank you",UNINFORMATIVE,NA,INFORMATIVE,0.81518245
1459,1236092791303712770,It's time to pull the kids out of school until North Clackamas does something more than a copy-and-paste website. It is extremely troubling when Clackamas County was the first to record the known Oregon COVID-19 case.,INFORMATIVE,NA,UNINFORMATIVE,0.814596
1257,1250330962291879938,"If week 14 there were 6,000 additional deaths, only 3,500 were linked to coronavirus and I think that it very disputable, why 2,500 additional deaths? This is my full table for the last 10 years from ONS data, which is still not above 2018. Please retweet",UNINFORMATIVE,NA,INFORMATIVE,0.8131292
773,1250906322188619778,One of the most sobering data points in the still-unfolding #covid19calamity came when the first deaths were reported among the Yanomami deep in Amazonia: Just consider that viral journey. More in our #SustainWhat webcast:,INFORMATIVE,covid19calamity SustainWhat,UNINFORMATIVE,0.8129445
469,1236034387130662919,NEW: Brigham and Women's Hospital confirms it is testing people who attended the Biogen conference last week in Boston for coronavirus. They are testing that influx of people OUTSIDE of the hospital -- in the ambulance bay.,UNINFORMATIVE,NA,INFORMATIVE,0.811178
1246,1240370638709276673,"Maybe you can explain why your party DIDN'T shut down the US economy when US experienced first cases of Ebola virus - which kills 20-90% of everyone who gets it, but shut down US economy over 1200 cases of #COVID19 that kills 2-4% of the people who get *it*. #DumpTheRepublicrats",INFORMATIVE,COVID19 DumpTheRepublicrats,UNINFORMATIVE,0.8092863
472,1251105083057717248,"#FYI A recent survey of 4000 CV related deaths showed that 91% died of their underlying health problems, the #CoronaVirus #Covid_19 😷 was an ailment too many, but NOT the actual cause of death ⚰️ I wish this was declared when the daily death figures are released 😒",UNINFORMATIVE,FYI CoronaVirus Covid_19,INFORMATIVE,0.80791545
375,1246905545107234817,thinking about that one nba player that rubbed his hands all over the reporters’ recorders as a joke about the coronavirus and then tested positive for the coronavirus two days later,INFORMATIVE,NA,UNINFORMATIVE,0.8074665
1931,1248645693985583104,"Even today,India is locked down but all the cities of China are open.China has also announced the opening of Wuhan from April 08.Not a single leader in China has tested positive for the deadly Coronavirus. #ChinaLiedAndPeopleDied #ChinaMustPay #chinazi #ChinaIsAsshoe #ChinaVirus",INFORMATIVE,ChinaLiedAndPeopleDied ChinaMustPay chinazi ChinaIsAsshoe ChinaVirus,UNINFORMATIVE,0.80743176
1904,1246784648614723584,Chairman Mombasa Branch engaging with community leaders at shelly Beach area in Likoni to clarify on a suspected #COVID19 case which brought false speculations among locals in Likoni residents. #coronaviruskenya,INFORMATIVE,COVID19 coronaviruskenya,UNINFORMATIVE,0.8070578
1649,1236122395959652352,"#COVID19WuhanCoronavirus Last Updated at (M/D/YYYY) 3/6/2020, 9:23:08 PM Confirmed Cases by Country/Region 1. China 2. South Korea 3. Iran 4. Italy 5. Others 6. Germany 7. France 8. Japan 9. Spain 10. US",UNINFORMATIVE,COVID19WuhanCoronavirus,INFORMATIVE,0.8046817
1687,1248792990866432005,"2,000 people die each year in the UK in road traffic accidents -- the vast majority being under 40. 3,000 people under 40 will die in the UK this year of COVID-19 in the absolute worst case scenario.",UNINFORMATIVE,NA,INFORMATIVE,0.8043727
631,1241434116123320320,"Also, no longer reports ""presumptive positive"" #COVID19 cases because we completed validation of the other laboratory in Maine (NorDx) performing #coronavirus testing.",UNINFORMATIVE,COVID19 coronavirus,INFORMATIVE,0.80188584
29,1236120810495946757,"#TRUMP ""STOPS"" #CORONAVIRUS? Infected doctor treats some 70 patients in Toorak after returning to #Australia from #USA after flying from Denver. This is what happens when hope, miracles &amp; #PR substitute for the common sense of disease management &amp; control.",INFORMATIVE,TRUMP CORONAVIRUS? Australia USA PR,UNINFORMATIVE,0.80167365
928,1241201484580007938,How about a How Duterte Led Us Here? From what I recall: -Jan. 30: 1st reported case of Coronavirus in PH -Time it took Duterte to say something: 2 weeks (Feb. 10). What did he say about the virus? “P— inang idioto na corona ito...gusto ko sampalin ang gago” #MassTestingNowPH,INFORMATIVE,MassTestingNowPH,UNINFORMATIVE,0.800775
924,1247030683450486787,"#COVID positive cases in the state, of patients associated with the religious congregation of Tablighi Jamaat in #Nizamuddin in #Delhi are on the rise according to Department of Health and Family Welfare, Government of #Gujarat",UNINFORMATIVE,COVID Nizamuddin Delhi Gujarat,INFORMATIVE,0.798876
1072,1242881800742916096,"China has 81,661cases of coronavirus. The US had 54,453 at noon yesterday (Tuesday) The US will exceed coronavirus cases in China by Friday and deaths by this time next week. Projected cases based on linear regression of log plot of CDC daily data, m=0.120, b= 0.721, r^2=0.989",INFORMATIVE,NA,UNINFORMATIVE,0.7914297
183,1241307214620454912,"Hong Kong Chief Executive Carrie Lam now announcing revised stringent #Covid19 measures after city's cases spikes to 273, as of March 21.",INFORMATIVE,Covid19,UNINFORMATIVE,0.7902372
279,1247172704857247746,"I just good word that a gentleman who had visited one of our church cell groups who was in ICU due to COVID-19, just before he died he ask God to give him one more chance. He was released from the hospital completely healed. Last night he asked to be baptized in Jesus name!",UNINFORMATIVE,NA,INFORMATIVE,0.789873
331,1245869282174484483,"#COVID19 Important new data on 74 children infected with #SARSCoV2 in family clusters 23% classified as asymptomatic carriers, w/ neither symptoms nor radiological findings More evidence that children may be silent carriers in this #coronavirus pandemic",INFORMATIVE,COVID19 SARSCoV2 coronavirus,UNINFORMATIVE,0.7890439
550,1241818067686117377,TFW a self-important U.S. Senator has likely infected your direct social circle with COVID-19 on two separate fronts &amp; several friends have tested positive... Never felt so grateful to have been essentially quarantined during recovery from pneumonia the past couple months.,UNINFORMATIVE,NA,INFORMATIVE,0.7883127
1163,1236136453211447299,Calaveras officials announce coronavirus test results as new suspected cases ... +1 GoldenBot #CA #California,UNINFORMATIVE,CA California,INFORMATIVE,0.7880157
149,1249405640705019905,Latest trends for number of #COVID19 cases in Bath and surrounding local authorities. Number of new reported cases estimated to peak by next Sunday though in practice we are more or less there as of today.,UNINFORMATIVE,COVID19,INFORMATIVE,0.78775495
1047,1241277161463480320,"More than 70 million Americans are ordered inside as New York, California coronavirus cases surge. #Covid_19 #CoronaCrisis #CoronaVirusUpdates #ChineseWuhanVirus #StayHome #TrumpMeltdown",UNINFORMATIVE,Covid_19 CoronaCrisis CoronaVirusUpdates ChineseWuhanVirus StayHome TrumpMeltdown,INFORMATIVE,0.7864176
1183,1243231279245656067,"New York state has approved technology that allows two patients to share a single ventilator, in an effort to address a desperate need as the number of coronavirus patients in the state rocketed past 37,000.",INFORMATIVE,NA,UNINFORMATIVE,0.785701
1299,1236108394873970688,"We know of 8 #COVIDー19 cases in Colorado. That's no reason to panic, but it was discouraging when Denver's Public Health leaders today contradicted CDC guidance on how some people should protect themselves, saying older people/at-risk communities aren't advised yet to stay home.",INFORMATIVE,COVIDー19,UNINFORMATIVE,0.78545606
242,1236115713078763520,"This is hard to believe considering people in Michigan can't catch anything. HEYO. // (Ingham County, Michigan) Monitors One Potential Coronavirus Case",INFORMATIVE,NA,UNINFORMATIVE,0.7850779
785,1243188199389880321,"#Germany #France #Italy #Alsace #Coronavirus There are German reports of Italian conditions in France. When visiting Strasbourg, a team of German doctors found that triage had long reigned in Alsace. Means: Patients are sorted according to chances of survival.",UNINFORMATIVE,Germany France Italy Alsace Coronavirus,INFORMATIVE,0.7848731
1290,1243178968045563904,"In the past week (18 March to 25 March) here are the percentage changes in the number of #COVIDー19 cases as a percentage of worldwide cases in selected ""hot spot"" countries: China: - 22.6 S. Korea: - 2.2 Iran: - 2.5 Italy: + 0.2 US: + 10.6",UNINFORMATIVE,COVIDー19,INFORMATIVE,0.7816534
1577,1236132630262763521,"Trump must be removed for 25th. Amendment! Today Trump let us know his ONLY concern regarding ALL the hundreds of AMERICAN LIVES on a Cruise Ship that has 19 People with Coronavirus, is to keep the NUMBER of Coronavirus cases in America LOW so he won’t let them get on USA soil",INFORMATIVE,NA,UNINFORMATIVE,0.77993935
138,1246022374576640000,"Exactly, see this...Modi is a cruel person.... 400 poor people infected by Corona due to Maulana Saad, Hey Allah -",INFORMATIVE,NA,UNINFORMATIVE,0.77874166
496,1245739455899713537,New York alone has more Covid +ve cases than China. Wtf!!,UNINFORMATIVE,NA,INFORMATIVE,0.7785233
111,1249937695993888768,You have experience of 70 years of doing nothing. Shame we are poor people after 70 years of rule by your party. Only one family grew richer. Maharashtra state under Cong rule is reporting huge increase in cases every day. #CoronavirusOutbreakindia #COVID2019 #Covid19India,UNINFORMATIVE,CoronavirusOutbreakindia COVID2019 Covid19India,INFORMATIVE,0.7770437
1573,1246073315057336320,"93% of #COVID19 positive cases in New York state are in the specific metro NY area which consists of: NYC, Westchester, Nassau, Suffolk and Rockland counties. That percentage has remained constant for two weeks.",UNINFORMATIVE,COVID19,INFORMATIVE,0.77536327
1412,1240802130870636545,New York City Stats as of yesterday show that 18 - 49 represents the highest Covid-19 Cases.. Guys just stay home please.,UNINFORMATIVE,NA,INFORMATIVE,0.7744927
1450,1245960752491569152,"“Jail authorities have 16 beded Isolation Ward in 32-Cell with 6 beds left after putting 10 suspects into isolation” “‘More than 150 inmates are kept in a block, a best method to spread #Covid19” 3 more inmates isolated in Adiala Jail",INFORMATIVE,Covid19”,UNINFORMATIVE,0.7719819
1375,1236637329336532992,"Dear Lord, please protect the mighty Grey's Hospital personnel, who are caring for South Africa's 1st Coronavirus patient. Give them wisdom and strength. Speedy recovery to the patient 🙏🙏🙏🙏🙏#coronavirus",INFORMATIVE,coronavirus,UNINFORMATIVE,0.771947
1048,1243518193068650504,Two filmmakers in Pakistan have come up with a novel idea to fight the coronavirus outbreak in the country which recorded the highest number of confirmed cases in South Asia this week.,UNINFORMATIVE,NA,INFORMATIVE,0.77076674
1971,1241684030069800960,"Some of Sydney’s most popular beaches have been closed, after visitors ignored ""social distancing"" rules to stop the spread of #coronavirus. ""Several"" backpackers near Australia's famous Bondi Beach have reportedly got the virus - more here:",INFORMATIVE,coronavirus.,UNINFORMATIVE,0.77021295
635,1251558235330555904,"There's community spread of the virus in kano. Its means the virus is out there somewhere . Please stay at home, take physic distancing and personal hygiene seriously. Kyari's death is a solemn reminder that we need to work together to stem the spread of COVID19. #StaySafe",INFORMATIVE,StaySafe,UNINFORMATIVE,0.7698333
1542,1244868114342240257,For more than 3 to 4 days he is been in isolation and he is 70 yrs old person. In isolation he got scared and had a heart failure. Don't know why manipulating his death? #COVIDー19 #Coronavirustruth #lockdown #markaz,UNINFORMATIVE,COVIDー19 Coronavirustruth lockdown markaz,INFORMATIVE,0.76963437
1077,1246131644257513475,Several people have tested positive at Sing Sing. I have been moved in order for them to turn my block into a quarantine space. I'm now in the petri dish. Listen to my podcast where I get the news and respond in real time: #CoronaInPrison #COVID19,INFORMATIVE,CoronaInPrison COVID19,UNINFORMATIVE,0.7689948
181,1236132521378607104,"Would it help you for me to say ""Xavier mcchickens age 42 of pooptown Italy died from Coronavirus yesterday?"" No it wouldn't. It's irrelevant. There is info on people with status dying though. Several Iran government employees. Not being hidden at all, just not in US cycle.",INFORMATIVE,NA,UNINFORMATIVE,0.7663929
1640,1244642637883334657,Capitals GM Brian MacLellan (on conference call with media) says no players on team had symptoms or needed to be tested for coronavirus.,INFORMATIVE,NA,UNINFORMATIVE,0.76127857
827,1244561129868800002,"Dominic Cummings the man behind Johnsons election strategy develops symptoms of the virus. In the UK thats the crown prince, the PM, The 2 health ministers, the governments chief medical advisor and chief political advisor .... #coviddoesntsosola #staysafe",INFORMATIVE,coviddoesntsosola staysafe,UNINFORMATIVE,0.7609178
481,1236079256914010112,"Tracking the spread of #COVID19 #Coronavirus cases in the US and worldwide. Total Cases, Deaths, and Recoveries by country 10 Pages&gt;&gt;&gt;&gt; SOURCE Johns Hopkins University; WHO; CDC; USA TODAY",UNINFORMATIVE,COVID19 Coronavirus,INFORMATIVE,0.7591044
1912,1247280158870036488,"1/ While Covid-19 was a given since the beginning of the year, the impact in global markets hit around 17/2 when China changed the methodology of how active cases were recorded. On that day 20k new cases were announced, fear took over, and risk-asset correls went to 1.",INFORMATIVE,NA,UNINFORMATIVE,0.7586548
706,1247737825052610560,Recovering coronavirus patient on ICU experience: 'I owe my life to a ventilator' - ABC News (via,UNINFORMATIVE,NA,INFORMATIVE,0.75246876
1217,1240646682175508482,"Hope not. 228,000 Brits died of Spanish Flu. The CSA stated a UK Covid death toll of 200,000 is the best case scenario. So 100 years on, the RoW copes relatively well, whilst our HMG incompetence puts us at risk. Public figures shdnt talk down the dangers, suggesting we relax.",UNINFORMATIVE,NA,INFORMATIVE,0.75209385
807,1244193042829115392,The capital city of the greater Kurdistan Amed-Diyarbekir launches an comprehensive campaign to prevent coronavirus from tainting this mega Kurdish city which’s home for more than 4.5 millions Kurds. So far Kurdish officials haven’t detected any cases here,UNINFORMATIVE,NA,INFORMATIVE,0.7503231
1759,1246025524704620545,"Coronavirus: Health Secretary Matt Hancock says 'very unpleasant' COVID-19 saw him lose half a stone | Politics News | Sky News #MattHancock Selfish individual, more importantly people in the #NHS have died from #COVID19 he has not brought testing in time",UNINFORMATIVE,MattHancock NHS COVID19,INFORMATIVE,0.7502539
108,1249241381715021824,"The irrelevance is artificially orchestrated. Just in less than a month after the first case of Coronavirus was reported in Kenya, you &amp; me have realized that we don't need to import hand sanitizers, PPEs &amp; the testing reagents. Let's bring these right here in KE.",INFORMATIVE,NA,UNINFORMATIVE,0.74918634
119,1251559321978241031,"WOW.. the USA already has 37,969 deaths. WOW. Have been trying to stay from twitter and real time news, so just shocking to learn of this staggering death toll If this does not remove Trump, ... Only God can bless America. #COVID19",INFORMATIVE,COVID19,UNINFORMATIVE,0.7485661
1175,1240586292443983872,It’s important to share positive news. No complacency but a sliver of hope. Please RT Coronavirus cure hope as 79-year-old Italian man successfully treated with experimental drug,INFORMATIVE,NA,UNINFORMATIVE,0.74854004
69,1236108057706291202,Just saw this. Those who had pneumonia in Manila went totheir respective provinces (Masbate &amp; Bicol) and died. I hope they would have tested them for ncov. #COVID2019 #COVIDー19 #covidphilippines #ncov #ncovphilippines,UNINFORMATIVE,COVID2019 COVIDー19 covidphilippines ncov ncovphilippines,INFORMATIVE,0.7468467
1972,1249411196635295744,"Here's what's happening with the global coronavirus outbreak: ✝️ Easter celebrations take place worldwide amid strict lockdowns 🇺🇸 US death toll surpasses Italy 🇬🇧 UK PM Boris Johnson has been released from hospital after treatment For more updates, read:",UNINFORMATIVE,NA,INFORMATIVE,0.74572754
1156,1236135732164603904,"I reeeeeally wanna go to FurtheMore, but I have a few reasons to stay home: - Meds that could worsen coronavirus - 3 cases in Maryland - I literally just went to TFF - The con is at a new hotel that's further away - I don't wanna get sick - Need to set up home to work remotely",INFORMATIVE,NA,UNINFORMATIVE,0.74337286
1977,1243542953676673026,"(Mail Online):#Traffic wardens ticket car #FOUR times while the owner watches in coronavirus isolation : Peter Pratt, 40, from Medway, Kent, watched helplessly from his coronavirus self-isolation as traffic wardens targeted his ..",INFORMATIVE,Traffic FOUR,UNINFORMATIVE,0.7426471
1227,1236159005950533632,"I live on Vancouver Island, near Seattle. I just got back from grocery shopping &amp; all the freaken shelves were empty. People were buying all the toilet paper &amp; canned food. We don't have any cases of coronavirus here on the Island, yet. It seems people are really scared!",INFORMATIVE,NA,UNINFORMATIVE,0.7417958
1951,1242272293788635136,You bloody beauty 😁 After having a scare with COVID-19 and being in lockdown for 7 days thankfully it came back negative. For those who may have seen this online or whatever thank you for your messages of support and thankfully I’m in the clear 👍 Jase,INFORMATIVE,NA,UNINFORMATIVE,0.7398944
1332,1245709509651247104,"looking at statistics,more people have died here from coronavirus than NHS staff that have been tested for it,we have 1.5million people working for the NHS yet only 2000 tested. But hey at least the tory donating brexiteer Dyson has made money on ventilators he will never deliver",UNINFORMATIVE,NA,INFORMATIVE,0.73772854
1146,1238976166557556736,"BOOM! Trump Was Right! The Fake News Media &amp; Congressional Dems have been demoralizing President Trump for weeks bc he wasn't tested *Trump tests negative for coronavirus, White House physician says* I'm thrilled he PROVED them Wrong!",INFORMATIVE,NA,UNINFORMATIVE,0.73382056
453,1245688021074284544,Case growth since 04:22 March 24th (as at 0631 April 2nd): USA - 367% Canada - 366% UK - 344% Netherlands - 187% Germany - 168% Austria - 141% Italy - 73% #Covid19,UNINFORMATIVE,Covid19,INFORMATIVE,0.7317319
858,1245876828138549249,"No one. We wouldn't have heard the word Coronavirus, just like no one knew about the Swine Flu in 2009 until much later, when 60 million got it, 300,000 were hospitalized, &amp; 18,000+ died. The media would have downplayed this just like they did back then.",UNINFORMATIVE,NA,INFORMATIVE,0.7312549
1714,1236484902884913152,"Hey, Dr. Pirro. Tell that to the 17 Americans who already have died from Covid-19. Tell that to their families. They'll be so comforted!",INFORMATIVE,NA,UNINFORMATIVE,0.73020715
1110,1243543184367640581,via Fake coronavirus doctor's note from worker closed Hamilton McDonald's: police: An 18-year-old Hamilton woman faces four charges for pretending to have the novel coronavirus to skip work.,UNINFORMATIVE,NA,INFORMATIVE,0.7298698
194,1245661207467606016,GENEVA (AP) — World Health Organization: More than 95% of people who have died of coronavirus in Europe have been over 60.,UNINFORMATIVE,NA,INFORMATIVE,0.7287386
44,1245865088927457281,the death number for this ignormus is 4059 is #COVID19 which is 0.0003% for the Flu is 83789 the CIA #FakePandemic is not working with #EmptyHospitals here is the footage &gt;HTTPURL these #Pedowood actors are Lying!!!,INFORMATIVE,COVID19 FakePandemic EmptyHospitals Pedowood,UNINFORMATIVE,0.72818434
617,1241842750418489345,🔴🔴🔴 MERKEL SELF QUARANTINES THIS ISNT THE FULL STORT BET ON IT! Merkel Quarantined After Contact with Doctor Infected by Coronavirus,INFORMATIVE,NA,UNINFORMATIVE,0.7271243
217,1236131891276742656,"Why is there speculation that the #coronavirus may be curbed when the weather warms in Spring &amp; Summer? #Singapore is tropical! No deaths reported yet as the 9 in ICU receive 24/7 respiratory treatment with oxygen, drugs etc &amp; are fighting for their lives. #COVID19 🙏🌞🦠😷🏖🌼🏝",INFORMATIVE,coronavirus Singapore COVID19,UNINFORMATIVE,0.7271169
1707,1236107971353931776,"😂😂😂😂😂😂😂😂😂😂😂😂 UP mahaan hai . Man was discharged because he wanted to go home , Abey Coronavirus test positive aaya ya negative.",UNINFORMATIVE,NA,INFORMATIVE,0.72620773
1106,1241580799977193473,"During the day today, covid-19 case numbers for Texas suddenly went down by more than 100. So, did Paula White from the WH come down herself to heal them? No - the TX Dep. of SHS removed the repatriated cases from the statistics to make it look better.",INFORMATIVE,NA,UNINFORMATIVE,0.724659
1746,1251981974660677645,"#COVID2019 - #Ireland - The probe was launched in the Canadian nursing home after 31 deaths -HTTPURL -This website uses cookies to improve your experience and to provide services and advertising. If you continue browsing, you consent to the use of cookies",INFORMATIVE,COVID2019 Ireland,UNINFORMATIVE,0.72354645
1295,1247910742067642368,"💙#SAVEHOMEOPATHY!💙 Monday, Paola interviewed a homeopath from NY who recovered from Covid-19. We may be helping compile data for homeopathy. Can you keep notes on your prevention and treatment? Potency? How often? This will help the community immensely! 💙STAY SAFE!💙",INFORMATIVE,SAVEHOMEOPATHY!💙,UNINFORMATIVE,0.72249174
1415,1249616719737487360,"Not sure it's deadlier. No accurate figures for #COVID19 ....only number of people dying WITH it, not FROM it. eg 80yo pt with cvd, pleurisy and, shortly before death, tests positive for C-19. Notifiable disease. A COVID-19 statistic.",INFORMATIVE,COVID19,UNINFORMATIVE,0.7217814
1634,1245876383676534786,Today I lost a friend to coronavirus and at this point I don’t trust the government at all don’t have no faith in it because they still have this man in Office and all these people died because of his lies the government isn’t shit,INFORMATIVE,NA,UNINFORMATIVE,0.72075796
1680,1236117754895364096,"Journalists reporting #Coronavirus #CruiseShips, contact colonial historian B. G. Smith (Montana State University) for important historical precedents of #DeathShips carrying Yellow Fever &amp; causing 18th century pandemic w 1000s dead in Philadelphia, New York, Boston &amp; Charleston",UNINFORMATIVE,"Coronavirus CruiseShips, DeathShips",INFORMATIVE,0.720658
689,1244238889675440134,"via 17 People Issued COVID-19 Self-Quarantine Discharge Certificates in Gulu: Gulu District Information Officer – DIO, Gloria Aloyo told URN that the individuals whose names have been concealed for fear of stigma include government…",UNINFORMATIVE,NA,INFORMATIVE,0.7191031
1083,1236106095808188417,AIPAC members confirmed for coronavirus and likelihood of 100s others who attended conference infected Things kicking off in Saudi Arabia as MBS goes after his uncle and cousins Erdogan unhappy with NATO and US over their reaction to his requests over Idlib Poles gonna shift,INFORMATIVE,NA,UNINFORMATIVE,0.7183886
667,1246044797829349376,"#Florida will be a bloodbath of #COVID19 due to #TrumpLiesAboutCoronavirus and that #DeSantisBetrayedFlorida. I won’t be surprised by 10,000 new diagnoses and 2,000 more deaths in April alone, just in Florida. I’m saddened and horrified.",UNINFORMATIVE,Florida COVID19 TrumpLiesAboutCoronavirus DeSantisBetrayedFlorida.,INFORMATIVE,0.7176556
608,1238525706516103168,"Friday March 13 coronavirus update in NJ, led for the first time by who has been recovering since having surgery to remove a likely cancerous tumor on his kidney. Follow coverage and watch live here, should be starting shortly:",UNINFORMATIVE,NA,INFORMATIVE,0.71663374
1347,1243923632809824256,"Former official Liz Jackson died on March 2 at age 102. Due to #COVID19-related public gathering concerns, no service will be held, according to family. Jackson helped to found Trade Union Leadership Council in 1957.",UNINFORMATIVE,COVID19-related,INFORMATIVE,0.7157349
